ID,treatment,NED,regime,Temp,Co2,Herb,uv,Li,pH,ND,P,overlap,replicate,count.ml.Nt,logcount.Nt,count.ml.No,logcount.No,Rate of Division,risk.Extinction,no.divisions,perDay,relative.fit,change.no.cells
1_B2,Temp/Ph,2,81,yes,no,no,no,no,yes,no,no,0.119047619,62,3288500,15.00594209,661866.6667,13.4028194,0.46256343,1.145905696,2.312817155,0.462563431,0.772537232,525326.6667
1_B3,Temp/Ph,2,81,yes,no,no,no,no,yes,no,no,0.119047619,63,2804100,14.84659319,364233.3333,12.80554997,0.588920587,1.084266383,2.944602932,0.588920586,0.879216644,487973.3333
1_B3,Temp/Ph,2,81,yes,no,no,no,no,yes,no,no,0.119047619,63,3058466.667,14.93342426,610333.3333,13.32176053,0.465027852,1.143085178,2.325139271,0.465027854,0.776653119,489626.6667
1_B4,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,64,1460366.667,14.1941981,224300,12.32073972,0.540565824,1.137984116,2.702829114,0.540565823,0.807026413,247213.3334
1_B4,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,64,2428633.333,14.70283924,555044.4444,13.22680347,0.425893898,1.18870545,2.129469486,0.425893897,0.711294647,374717.7777
1_B5,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,65,1911066.667,14.46317211,242600,12.39916928,0.59554533,1.077107137,2.977726647,0.595545329,0.889106915,333693.3334
1_B5,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,65,2112166.667,14.56322483,635022.2222,13.36141527,0.346768939,1.286582935,1.733844692,0.346768938,0.579146335,295428.889
1_B6,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,66,1833966.667,14.42199176,228566.6667,12.3395832,0.600856098,1.071402034,3.004280503,0.600856101,0.89703552,321080.0001
1_B6,Temp/Li,2,76,yes,no,no,no,yes,no,no,no,0.119047619,66,2046300,14.53154384,588844.4444,13.28591733,0.359411839,1.270419189,1.797059189,0.359411838,0.600261516,291491.1111
2_G7,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,67,1128000,13.93595671,552366.6667,13.22196736,0.20601378,1.590121488,1.030068894,0.206013779,0.307563953,115126.6667
2_G7,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,67,2787433.333,14.84063178,344200,12.74897816,0.60352366,0.99524643,3.017618305,0.603523661,1.007957973,488646.6666
2_G8,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,68,3479433.333,15.06238,592533.3333,13.29216241,0.510776829,1.172393484,2.553884138,0.510776828,0.762553558,577379.9999
2_G8,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,68,2802366.667,14.84597486,245500,12.41105223,0.702570161,0.90139528,3.512850803,0.702570161,1.173377684,511373.3334
2_G9,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,69,3133600,14.95769306,320500,12.67763756,0.657884954,1.012010804,3.289424763,0.657884953,0.982175549,562620
2_G9,Uv/Li,2,89,no,no,no,yes,yes,no,no,no,0.166666667,69,3423666.667,15.04622266,553500,13.22401703,0.525777405,1.075710476,2.628887026,0.525777405,0.878112263,574033.3334
2_D10,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,70,3312366.667,15.0131735,185633.3333,12.13152868,0.831466937,0.850745091,4.157334691,0.831466938,1.241321136,625346.6667
2_D10,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,70,3185666.667,14.97417214,621700,13.34021294,0.471460967,1.135755183,2.357304835,0.471460967,0.7873972,512793.3334
2_D11,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,71,3440066.667,15.05100141,171866.6667,12.05447426,0.864614971,0.823006838,4.323074859,0.864614972,1.290808797,653640.0001
2_D11,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,71,4075600,15.22052853,439800,12.99407536,0.642418591,0.957279535,3.212092947,0.642418589,1.072917238,727160
