ID,treatment,NED,regime,Temp,Co2,Herb,uv,Li,pH,ND,P,overlap,replicate,count.ml.Nt,logcount.Nt,count.ml.No,logcount.No,Rate of Division,risk.Extinction,no.divisions,perDay,relative.fit,change.no.cells
2_D12,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,72,3568900,15.08776798,357200,12.78605113,0.664135098,1.005705316,3.320675485,0.664135097,0.991506571,642340
2_D12,Uv/Nd,2,93,no,no,no,yes,no,no,yes,no,0.119047619,72,3482433.333,15.06324184,346600,12.75592666,0.665750435,0.935202983,3.328752168,0.665750434,1.111884258,627166.6666
4_F7,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,73,996633.3333,13.81213821,483433.3333,13.0886687,0.208749175,1.585777822,1.043745874,0.208749175,0.311647705,102640
4_F7,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,73,892533.3333,13.70181914,170466.6667,12.04629505,0.477683278,1.128710102,2.388416395,0.477683279,0.797789218,144413.3333
4_F8,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,74,1166800,13.96977552,168500,12.03469103,0.558347359,1.117927855,2.791736797,0.558347359,0.833572986,199660
4_F8,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,74,1217900,14.01263862,136888.8889,11.82692485,0.630663685,0.968598663,3.153318417,0.630663683,1.053285114,216202.2222
4_F9,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,75,1257633.333,14.04474221,161066.6667,11.98957364,0.5929963,1.079856218,2.964981504,0.592996301,0.885301396,219313.3333
4_F9,Co2/Herb/Uv,3,3,no,yes,yes,yes,no,no,no,no,0.266666667,75,1298900,14.07702831,165000,12.01370075,0.595350487,1.003414083,2.976752439,0.595350488,0.994307779,226780
4_H7,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,76,1176966.667,13.97845107,389266.6667,12.87201991,0.319248549,1.419884673,1.596242748,0.31924855,0.47661543,157540.0001
4_H7,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,76,1371166.667,14.13117252,393244.4444,12.88218669,0.360381131,1.269188379,1.801905663,0.360381133,0.601880356,195584.4445
4_H8,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,77,1098033.333,13.90903126,358766.6667,12.7904275,0.322760818,1.414906403,1.613804097,0.322760819,0.481858999,147853.3333
4_H8,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,77,1195300,13.99390776,310777.7778,12.64683339,0.388683501,1.233770904,1.943417513,0.388683503,0.649148759,176904.4444
4_H9,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,78,839066.6667,13.64004544,347766.6667,12.75928704,0.254133157,1.5154176,1.270665776,0.254133155,0.379402767,98260
4_H9,Co2/P/Li,3,12,no,yes,no,no,yes,no,no,yes,0.253333333,78,1554733.333,14.2568146,315577.7778,12.66216045,0.460119926,1.148709146,2.300599634,0.460119927,0.768456283,247831.111
4_E10,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,79,1089000,13.9007704,337600,12.72961704,0.337923429,1.393614556,1.689617145,0.337923429,0.504495699,150280
4_E10,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,79,1024600,13.83981285,375155.5556,12.83509603,0.289899994,1.361870009,1.449499974,0.289899995,0.484168277,129888.8889
4_E11,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,80,817300,13.6137615,720000,13.48700649,0.036573766,1.883723561,0.182868824,0.036573765,0.054602036,19460
4_E11,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,80,1249300,14.03809395,301644.4444,12.61700427,0.410039809,1.207701477,2.050199034,0.410039807,0.684816387,189531.1111
4_E12,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,81,683400,13.43483562,295300,12.59574707,0.242109778,1.533748015,1.21054889,0.242109778,0.361452718,77620
4_E12,Co2/Ph/P,3,18,no,yes,no,no,no,yes,no,yes,0.253333333,81,615566.6667,13.33029853,234000,12.36307639,0.279081316,1.376683629,1.395406585,0.279081317,0.466099769,76313.33334
4_F1,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,82,1590900,14.27981045,240466.6667,12.39033676,0.545186865,1.132737575,2.725934322,0.545186864,0.813925301,270086.6667
4_F1,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,82,1721800,14.35888081,219800,12.30047332,0.593930856,1.004839573,2.969654278,0.593930856,0.991936821,300400
4_F3,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,83,1376266.667,14.13488508,174533.3333,12.06987102,0.595837107,1.076792909,2.979185544,0.595837109,0.889542521,240346.6667
4_F3,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,83,1902400,14.4586268,140888.8889,11.85572684,0.751038175,0.858748296,3.755190864,0.751038173,1.254325163,352302.2222
4_F5,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,84,1719300,14.35742779,218900,12.29637028,0.594695488,1.078022897,2.973477449,0.59469549,0.887838165,300080
4_F5,Co2/Ph/Uv,3,22,no,yes,no,yes,no,yes,no,no,0.333333333,84,1942100,14.47928042,184400,12.12486259,0.679341385,0.922578668,3.396706928,0.679341386,1.134582802,351540
3_B1,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,85,1478500,14.20653862,302800,12.6208278,0.457539427,1.236499959,2.287697136,0.457539427,0.683073897,235140
3_B1,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,85,2525733.333,14.74204201,224500,12.32163099,0.698382995,0.905177484,3.491914975,0.698382995,1.166384607,460246.6666
3_B2,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,86,1695333.333,14.34338994,249800,12.42841588,0.552544716,1.124433649,2.76272358,0.552544716,0.824910051,289106.6666
3_B2,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,86,2378300,14.6818965,193600,12.17354945,0.72375597,0.882499361,3.61877985,0.72375597,1.208760564,436940
3_B3,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,87,1632600,14.30568439,201600,12.21404082,0.603520764,1.068550906,3.017603806,0.603520761,0.901013669,286200
3_B3,Co2/Temp/Ph,3,33,yes,yes,no,no,no,yes,no,no,0.24,87,2705966.667,14.81096977,269200,12.50320988,0.665878751,0.935082989,3.329393749,0.66587875,1.112098561,487353.3334
3_B4,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,88,1520766.667,14.23472515,158100,11.97098302,0.653177909,1.016785614,3.265889545,0.653177909,0.975148267,272533.3334
3_B4,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,88,2219066.667,14.61259725,856400,13.66049284,0.274719262,1.382701914,1.373596311,0.274719262,0.458814606,272533.3334
3_B5,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,89,2119066.667,14.5664863,132100,11.79131449,0.800745321,0.877286972,4.003726608,0.800745322,1.195455942,397393.3334
3_B5,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,89,2164000,14.58746892,270600,12.50839699,0.599893351,0.998866048,2.999466763,0.599893353,1.001894917,378680
3_B6,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,90,1615033.333,14.29486615,151966.6667,11.93141648,0.681947425,0.987949966,3.409737118,0.681947424,1.018099111,292613.3333
3_B6,Co2/Temp/Li,3,28,yes,yes,no,no,yes,no,no,no,0.246666667,90,1784233.333,14.39449938,219300,12.29819593,0.604865316,0.993912047,3.024326592,0.604865318,1.010198704,312986.6666
4_G7,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,91,3134266.667,14.95790579,248866.6667,12.42467256,0.730936604,0.940717495,3.654683018,0.730936604,1.09123648,577080.0001
4_G7,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,91,2855133.333,14.8646291,211666.6667,12.26276799,0.750738425,0.859005745,3.75369212,0.750738424,1.253824547,528693.3333
4_G8,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,92,3140800,14.9599881,199166.6667,12.20189727,0.795816792,0.881621379,3.979083963,0.795816793,1.188097998,588326.6667
4_G8,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,92,3104933.333,14.9485028,201088.8889,12.21150232,0.789731404,0.826155185,3.948657019,0.789731404,1.318947569,580768.8888
4_G9,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,93,3267333.333,14.99948472,287366.6667,12.56851426,0.701429803,0.968888635,3.507149027,0.701429805,1.047184924,595993.3333
4_G9,Co2/Uv/Li,3,41,no,yes,no,yes,yes,no,no,no,0.32,93,2995366.667,14.91257721,427133.3333,12.9648515,0.561994844,1.037448062,2.809974223,0.561994845,0.938599795,513646.6667
4_D10,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,94,3752633.333,15.13796837,431266.6667,12.97448189,0.624250243,1.046628408,3.121251216,0.624250243,0.931961314,664273.3333
4_D10,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,94,3580966.667,15.09114334,250444.4444,12.4309924,0.767557315,0.844679039,3.837786569,0.767557314,1.28191414,666104.4445
4_D11,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,95,3769533.333,15.14246177,162066.6667,11.99576305,0.907945326,0.788107226,4.539726639,0.907945328,1.355497944,721493.3333
4_D11,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,95,3902966.667,15.17724751,93377.77778,11.44440867,1.077069615,0.619829487,5.385348083,1.077069617,1.798837358,761917.7778
4_D12,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,96,3908533.333,15.17867276,195366.6667,12.18263341,0.86447422,0.823122685,4.322371113,0.864474223,1.290598669,742633.3333
4_D12,Co2/Uv/Nd,3,45,no,yes,no,yes,no,no,yes,no,0.28,96,3213800,14.9829646,208755.5556,12.24891926,0.788878731,0.826859926,3.944393654,0.788878731,1.317523501,601008.8889
1_D10,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,97,839000,13.63996599,206133.3333,12.23627849,0.405018598,1.303177617,2.025092995,0.405018599,0.604664027,126573.3333
1_D10,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,97,786766.6667,13.575687,411555.5556,12.9276993,0.186969729,1.509515936,0.934848641,0.186969728,0.312262204,75042.22222
1_D11,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,98,782466.6667,13.5702066,207666.6667,12.24368951,0.382751926,1.332520518,1.913759627,0.382751925,0.571421464,114960
1_D11,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,98,815366.6667,13.61139319,414466.6667,12.93474783,0.19523858,1.497085437,0.976192905,0.195238581,0.326072194,80180
1_D12,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,99,757400,13.53764679,201666.6667,12.21437145,0.381816556,1.333767501,1.909082771,0.381816554,0.570025021,111146.6667
1_D12,Herb/Uv/Nd,3,52,no,no,yes,yes,no,no,yes,no,0.213333333,99,829700,13.62881947,415888.8889,12.93817341,0.199278329,1.491049787,0.996391646,0.199278329,0.332819065,82762.22222
2_E4,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,100,333.3333333,5.80914299,269666.6667,12.50494191,0,1.953893798,0,0,0,-53866.66667
2_E4,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,100,1166.666667,7.061905959,373800,12.83147617,0,1.819858509,0,0,0,-74526.66667
2_E5,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,101,728533.3333,13.49878866,628733.3333,13.35146249,0.042509346,1.872575685,0.212546735,0.042509347,0.063463438,19960
2_E5,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,101,574800,13.26177743,305200,12.62872258,0.18266102,1.516034032,0.913305093,0.182661019,0.305066134,53920
2_E6,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,102,819666.6667,13.61665303,405300,12.91238281,0.203209431,1.594587003,1.016047154,0.203209431,0.30337726,82873.33334
2_E6,P/Li/Herb,3,61,no,no,yes,no,yes,no,no,yes,0.186666667,102,1518466.667,14.23321161,544700,13.20799046,0.295816293,1.353836566,1.479081469,0.295816294,0.494049217,194753.3334
1_D7,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,103,619100,13.33602209,270700,12.50876648,0.238695514,1.538993585,1.193477566,0.238695513,0.356355463,69680
1_D7,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,103,711400,13.47499014,387333.3333,12.86704093,0.175417062,1.527055992,0.87708531,0.175417062,0.292967845,64813.33334
1_D8,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,104,832100,13.6317079,265933.3333,12.49100093,0.329138459,1.405911352,1.645692289,0.329138458,0.491380361,113233.3333
1_D8,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,104,1036533.333,13.85139237,397844.4444,12.89381636,0.276298031,1.38052067,1.381490161,0.276298032,0.461451344,127737.7777
1_D9,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,105,962133.3333,13.77690832,227000,12.3327053,0.416708908,1.288031769,2.083544535,0.416708907,0.622116827,147026.6667
1_D9,Ph/P/Uv,3,67,no,no,no,yes,no,yes,no,yes,0.273333333,105,1138200,13.94495863,385755.5556,12.86295917,0.312199049,1.331837685,1.560995255,0.312199051,0.521410415,150488.8889
1_C7,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,106,1241066.667,14.03148178,299766.6667,12.61075967,0.409933748,1.296788019,2.049668743,0.409933749,0.612001996,188260.0001
1_C7,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,106,1457166.667,14.19200447,443177.7778,13.00172627,0.34344169,1.290870847,1.717208456,0.343441691,0.573589427,202797.7778
1_C8,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,107,1074733.333,13.88758313,321300,12.68013055,0.34839717,1.379094371,1.741985849,0.34839717,0.520132251,150686.6666
1_C8,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,107,1478500,14.20653862,431222.2222,12.97437883,0.355526162,1.275365231,1.777630819,0.355526164,0.593771967,209455.5556
1_C9,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,108,1365300,14.12688474,408100,12.91926752,0.348444675,1.379028859,1.742223375,0.348444675,0.520203173,191440
1_C9,Ph/Uv/Nd,3,71,no,no,no,yes,no,yes,yes,no,0.266666667,108,1683400,14.33632612,376422.2222,12.83846672,0.432190863,1.181243731,2.160954328,0.432190866,0.721811351,261395.5556
1_C1,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,109,856533.3333,13.66064851,312266.6667,12.6516128,0.291146163,1.460352782,1.455730815,0.291146163,0.434660561,108853.3333
1_C1,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,109,985666.6667,13.80107351,641377.7778,13.37137392,0.123985094,1.607650284,0.619925468,0.123985094,0.207070197,68857.77778
1_C5,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,110,579433.3333,13.26980589,486600,13.09519771,0.050381272,1.857892775,0.251906355,0.050381271,0.075215663,18566.66666
1_C5,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,110,762133.3333,13.5438768,524488.8889,13.17017952,0.107826241,1.633839089,0.539131213,0.107826243,0.180082949,47528.88888
1_D3,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,111,693200,13.44907384,312200,12.65139929,0.230160223,1.552185562,1.150801118,0.230160224,0.343612881,76200
1_D3,Temp/Li/Herb,3,77,yes,no,yes,no,yes,no,no,no,0.18,111,888633.3333,13.69743998,558844.4444,13.23362644,0.133828299,1.591903478,0.669141494,0.133828299,0.223509548,65957.77778
1_C3,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,112,3610266.667,15.0992922,510500,13.14314592,0.564424507,1.111154643,2.822122537,0.564424507,0.842645736,619953.3334
1_C3,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,112,3378733.333,15.03301144,638711.1111,13.36720754,0.480649407,1.125367162,2.403247026,0.480649405,0.80274301,548004.4444
1_D1,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,113,3387066.667,15.03547481,540533.3333,13.20031159,0.529516178,1.150628164,2.647580877,0.529516175,0.790530074,569306.6667
1_D1,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,113,3262333.333,14.99795324,675088.8889,13.42259965,0.454550964,1.155124109,2.272754812,0.454550962,0.759155434,517448.8888
1_D5,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,114,3489766.667,15.06534543,398933.3333,12.8965496,0.6257822,1.045026247,3.128910989,0.625782198,0.934248414,618166.6667
1_D5,Temp/Ph/Li,3,82,yes,no,no,no,yes,yes,no,no,0.226666667,114,3292733.333,15.00722858,596822.2222,13.29937456,0.492782504,1.111795473,2.463912525,0.492782505,0.823006764,539182.2222
1_G10,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,115,2582333.333,14.76420394,221400,12.3077263,0.708789622,0.961783966,3.543948109,0.708789622,1.058172608,472186.6666
1_G10,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,115,2389600,14.68663655,373311.1111,12.83016743,0.535663758,1.065128019,2.678318793,0.535663759,0.894623677,403257.7778
1_G11,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,116,2378633.333,14.68203665,214866.6667,12.27777296,0.693723861,0.976383676,3.468619303,0.693723861,1.035680495,432753.3333
1_G11,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,116,2555266.667,14.75366715,369977.7778,12.82119822,0.557592667,1.04202516,2.787963342,0.557592668,0.931247625,437057.7778
1_G12,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,117,3242700,14.99191687,189666.6667,12.15302342,0.8191315,0.861304396,4.095657502,0.8191315,1.222905202,610606.6667
1_G12,Uv/Li/Ph,3,90,no,no,no,yes,yes,yes,no,no,0.3,117,2704666.667,14.81048923,398111.1111,12.89448642,0.552841552,1.046987721,2.764207752,0.55284155,0.92331268,461311.1112
2_E1,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,118,399766.6667,12.89863632,248566.6667,12.42346636,0.137105068,1.703558218,0.685525345,0.137105069,0.204688139,30240
2_E1,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,118,992366.6667,13.80784794,340400,12.73787668,0.308728448,1.336467993,1.543642231,0.308728446,0.515614083,130393.3333
2_E2,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,119,714033.3333,13.47868493,310933.3333,12.64733381,0.239877228,1.537176011,1.199386138,0.239877228,0.358119678,80620
2_E2,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,119,2106900,14.56072823,314900,12.66001041,0.548431236,1.051615465,2.742156173,0.548431235,0.915946916,358400
2_E3,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,120,93400,11.44464662,295700,12.59710071,0,1.953893798,0,0,0,-40460
2_E3,Uv/Nd/P,3,94,no,no,no,yes,no,no,yes,yes,0.226666667,120,79566.66667,11.28435052,189600,12.15267187,0,1.819858509,0,0,0,-22006.66667
3_D10,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,121,849000,13.65181447,109633.3333,11.60489674,0.590615609,1.082430085,2.953078058,0.590615612,0.881747196,147873.3333
3_D10,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,121,933466.6667,13.74666053,192700,12.16888985,0.455248387,1.15431878,2.276241936,0.455248387,0.760320218,148153.3333
3_D11,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,122,958133.3333,13.77274223,136633.3333,11.82505622,0.561983389,1.113870417,2.809916948,0.56198339,0.839001321,164300
3_D11,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,122,1004633.333,13.82013319,140100,11.85011173,0.568428038,1.03079538,2.842140191,0.568428038,0.949344012,172906.6666
3_D12,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,123,774800,13.56036021,156933.3333,11.96357637,0.460734427,1.232555645,2.303672127,0.460734425,0.687843802,123573.3333
3_D12,Co2/Herb/Uv/Nd,4,4,no,yes,yes,yes,no,no,yes,no,0.335873016,123,905000,13.71569022,588900,13.28601167,0.123979024,1.607660042,0.619895113,0.123979023,0.207060058,63220
4_E4,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,124,1052000,13.86620367,417766.6667,12.94267834,0.266473083,1.496832365,1.332365414,0.266473083,0.397825403,126846.6667
4_E4,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,124,1144300,13.95030365,224311.1111,12.32078926,0.470178468,1.137212722,2.35089233,0.470178466,0.785255267,183997.7778
4_E5,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,125,855366.6667,13.65928551,255400,12.45058622,0.348756892,1.37859837,1.743784472,0.348756894,0.520669294,119993.3333
4_E5,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,125,1280533.333,14.06278722,157822.2222,11.9692245,0.604074509,0.994698351,3.020372554,0.604074511,1.00887796,224542.2222
4_E6,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,126,942433.3333,13.75622046,379666.6667,12.84704895,0.262331445,1.503044557,1.311657229,0.262331446,0.391642233,112553.3333
4_E6,Co2/P/Li/Herb,4,13,no,yes,yes,no,yes,no,no,yes,0.318095238,126,1749033.333,14.37457381,311444.4444,12.64897625,0.497902208,1.106117955,2.489511042,0.497902208,0.831557292,287517.7777
3_D7,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,127,892300,13.70155768,109966.6667,11.60793257,0.604092512,1.067940138,3.020462564,0.604092513,0.901867253,156466.6667
3_D7,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,127,944833.3333,13.75876382,160800,11.98791664,0.510958491,1.091770035,2.554792445,0.510958489,0.853362869,156806.6667
3_D8,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,128,909633.3333,13.72079687,116166.6667,11.66278122,0.593817793,1.078969488,2.969088972,0.593817794,0.886527828,158693.3333
3_D8,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,128,965600,13.78050495,201900,12.2155278,0.451556953,1.158587745,2.257784773,0.451556955,0.754155077,152740
3_D9,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,129,1236433.333,14.02774145,144666.6667,11.88218752,0.619076001,1.052057952,3.095380015,0.619076003,0.924236541,218353.3333
3_D9,Co2/Ph/P/Uv,4,19,no,yes,no,yes,no,yes,no,yes,0.384126984,129,1306566.667,14.08291339,220200,12.3022915,0.513778873,1.088695165,2.56889437,0.513778874,0.858073256,217273.3334
3_C7,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,130,1443633.333,14.18267364,301433.3333,12.61630415,0.451958698,1.24341982,2.259793495,0.451958699,0.674742265,228439.9999
3_C7,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,130,1262333.333,14.04847242,299300,12.60920169,0.415285747,1.201382538,2.076428745,0.415285749,0.693577748,192606.6666
3_C8,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,131,859700,13.66433877,169133.3333,12.03844264,0.469134458,1.222245504,2.345672284,0.469134457,0.700384453,138113.3333
3_C8,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,131,959133.3333,13.77378538,158100,11.97098302,0.520178803,1.08174984,2.600894024,0.520178805,0.868761919,160206.6667
3_C9,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,132,842333.3333,13.6439311,95166.66667,11.46338502,0.629172603,1.041489186,3.145863016,0.629172603,0.939310049,149433.3333
3_C9,Co2/Ph/Uv/Nd,4,23,no,yes,no,yes,no,yes,yes,no,0.389206349,132,957233.3333,13.77180246,178500,12.09234388,0.484589312,1.120942045,2.422946565,0.484589313,0.809323136,155746.6667
3_C1,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,133,627700,13.34981762,142100,11.86428631,0.428633731,1.272763436,2.143168654,0.428633731,0.639919743,97120
3_C1,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,133,847633.3333,13.65020343,216400,12.28488383,0.393947965,1.227292828,1.969739816,0.393947963,0.657941049,126246.6667
3_C5,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,134,645500,13.37778049,162700,11.99966329,0.397640569,1.312828057,1.98820285,0.39764057,0.593649153,96560
3_C5,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,134,766166.6667,13.54915501,209500,12.25247902,0.374141603,1.251843359,1.87070802,0.374141604,0.624862019,111333.3333
3_D3,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,135,555600,13.22780389,255166.6667,12.44967221,0.224521344,1.560962872,1.122606716,0.224521343,0.335194433,60086.66666
3_D3,Co2/Temp/Li/Herb,4,29,yes,yes,yes,no,yes,no,no,no,0.285079365,135,823300,13.62107593,253500,12.4431191,0.339886496,1.295468311,1.699432477,0.339886495,0.567651818,113960
3_G10,Co2/Uv/Li/Ph,4,42,no,yes,no,yes,yes,yes,no,no,0.427301587,136,1884033.333,14.44892543,231866.6667,12.35391777,0.604491431,1.067514203,3.022457162,0.604491432,0.902462812,330433.3333
3_G10,Co2/Uv/Li/Ph,4,42,no,yes,no,yes,yes,yes,no,no,0.427301587,136,1046233.333,13.86070697,194300,12.17715864,0.485769367,1.119620052,2.428846827,0.485769365,0.811293967,170386.6666
3_G11,Co2/Uv/Li/Ph,4,42,no,yes,no,yes,yes,yes,no,no,0.427301587,137,1773966.667,14.38872865,146533.3333,11.89500821,0.719535622,0.951503969,3.597678112,0.719535622,1.074215624,325486.6667
3_G11,Co2/Uv/Li/Ph,4,42,no,yes,no,yes,yes,yes,no,no,0.427301587,137,1998466.667,14.50789078,225200,12.32474418,0.629922955,0.969316398,3.149614773,0.629922955,1.052048007,354653.3334
3_G12,Co2/Uv/Li/Ph,4,42,no,yes,no,yes,yes,yes,no,no,0.427301587,138,1912833.333,14.46409612,242233.3333,12.39765673,0.596248373,1.076350151,2.98124186,0.596248372,0.890156508,334119.9999
